shopify_id,handle,name,slug,sku,brand,type,shopify_type,category,category_source,description_source,short_description,currency,regular_price,sale_price,available,options,variants_count,variant_skus,variant_prices,images_count,featured_image,tags,description_length,anomalies,source_file
8935830520063,bp20-vacuum-main-body,Buture Hauptteil für BP20 Vakuum,bp20-vacuum-main-body,,Buture Official,variable,Zubehör,Staubsauger,jsonld,meta_fallback,"Verbessern Sie Ihr Reinigungserlebnis mit dem BP20 Kabelloser Staubsauger-Hauptkörperaufsatz, konzipiert für maximale Effizienz und Komfort.",USD,109.99,62.99,True,Packs,2,BP20ZJ1; BP20ZJ1CB1,62.99; 80.99,3,https://ibuture.com/cdn/shop/files/305c82587b54194c7639f4db7db3db9c_399a4c71-48a0-4da0-b5da-eafd24cdc93d-584508.jpg?v=1742802586,Accessories,140,,site/de/products/bp20-vacuum-main-body/index.html
8935830094079,bp20-vacuum-roller-brush,Buture Walzenbürste für BP20 Vakuum,bp20-vacuum-roller-brush,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Reinigen Sie mühelos jede Oberfläche mit dem BP20 Akku-Staubsauger und sein Rollenbürstenaufsatz. Halten Sie Ihr Zuhause mühelos makellos.,USD,42.99,20.99,True,Packungen,3,BP20GS1; BP20GS2; BP20DS1GS1,20.99; 36.99; 55.99,3,https://ibuture.com/cdn/shop/files/S_1-377675.jpg?v=1742802592,Accessories,138,,site/de/products/bp20-vacuum-roller-brush/index.html
8935830487295,bp20-vacuum-stainless-steel-filter,Buture Edelstahlfilter für BP20 Vakuum,bp20-vacuum-stainless-steel-filter,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihr Reinigungsspiel mit dem Buture BP20 Akku-Staubsauger. Ausgestattet mit einem Filteraufsatz aus Edelstahl für eine starke Saugkraft.,USD,39.99,20.99,True,Packs,2,BP20BXG1; BP20BXG1CB1,20.99; 40.99,3,https://ibuture.com/cdn/shop/files/17ef7527e1ad424c8d4ca7891866f00b-766684.jpg?v=1742802588,Accessories,150,,site/de/products/bp20-vacuum-stainless-steel-filter/index.html
8935830028543,bp20-vacuum-telescopic-tube,Buture Teleskoprohr für BP20 Vakuum,bp20-vacuum-telescopic-tube,BP20SS,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Kraftvoll BP20 Akku-Staubsauger mit Teleskoprohraufsatz zum einfachen Erreichen hoher und tiefer Bereiche. Effiziente Reinigung leicht gemacht.,USD,39.99,23.99,True,,1,BP20SS,23.99,2,https://ibuture.com/cdn/shop/files/4d6eef88695dd37b2fd0b1521d8b04ed-162198.jpg?v=1742802594,Accessories,143,,site/de/products/bp20-vacuum-telescopic-tube/index.html
8935829635327,bp20-vacuum-wall-mount,Buture Wandhalterung für BP20 Vakuum,bp20-vacuum-wall-mount,BP20BG,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Halten Sie Ihre Böden sauber und aufgeräumt Buture BP20 Akku-Staubsauger mit praktischer Wandhalterung.,USD,39.99,20.99,True,,1,BP20BG,20.99,2,https://ibuture.com/cdn/shop/files/348a501e38ce174d8f5b1b9a9af63b25_38357524-a160-48d6-a966-6e52f92784ad-142594.jpg?v=1742802598,Accessories,103,,site/de/products/bp20-vacuum-wall-mount/index.html
8844436242687,buture-10-gift-card,Buture Geschenkkarte im Wert von 10 $,buture-10-gift-card,GC10,Buture Official,simple,,Geschenkgutscheine,jsonld,meta_fallback,Schenken Sie die Wahl mit einem Buture Geschenkkarte im Wert von 10 $. Perfekt für jeden Anlass und überall einlösbar Buture Produkte.,USD,10.0,,True,Wert,1,GC10,10.0,1,https://ibuture.com/cdn/shop/files/Buture___10_7f2945d3-dade-4d3f-9e28-834b08cf1978-686732.jpg?v=1732011360,,134,,site/de/products/buture-10-gift-card/index.html
8909842055423,buture-100-gift-card,Buture Geschenkkarte im Wert von 100 $,buture-100-gift-card,,Buture Official,simple,,Geschenkgutscheine,jsonld,meta_fallback,"Dies ist unser besonderes Weihnachtsgeschenk im Wert von 100 $ für jedes Produkt, das Ihr Weihnachtseinkaufserlebnis bereichern soll!",USD,100.0,,True,Wert,1,,100.0,1,https://ibuture.com/cdn/shop/files/Buture___100-983816.jpg?v=1732011295,,133,,site/de/products/buture-100-gift-card/index.html
9170330714367,buture-2-in-1-brush-for-jr300-vacuum,Buture 2-in-1-Bürste für JR300 Staubsauger,buture-2-in-1-brush-for-jr300-vacuum,,Buture Official,variable,Accessories,Staubsaugerzubehör,jsonld,none,,USD,29.99,18.99,True,Packungen,2,JR300EH; JR300EH2,18.99; 25.99,1,https://ibuture.com/cdn/shop/files/12_f26b17db-9686-4350-823d-1a07e981cd44.jpg?v=1754278289,Accessories,0,missing_description,site/de/products/buture-2-in-1-brush-for-jr300-vacuum/index.html
9170323636479,buture-2-in-1-brush-for-vc10-vacuum,Buture 2-in-1-Bürste für VC10 Staubsauger,buture-2-in-1-brush-for-vc10-vacuum,,Buture Official,variable,Accessories,Staubsaugerzubehör,jsonld,none,,USD,29.99,18.99,True,Packungen,2,VC10EH; VC10EH2,18.99; 25.99,1,https://ibuture.com/cdn/shop/files/1_d0cd38fe-1a9e-4dd0-90c9-77f70447e6c8.jpg?v=1754278119,Accessories,0,missing_description,site/de/products/buture-2-in-1-brush-for-vc10-vacuum/index.html
9172995342591,buture-2-in-1-brush-for-vc90-vacuum,Buture 2-in-1-Bürste für VC90 Staubsauger,buture-2-in-1-brush-for-vc90-vacuum,VC90EH,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Erleben Sie eine nahtlose Reinigung mit dem Buture VC90 Akku-Staubsauger. Der 2-in-1-Bürstenaufsatz macht das Aufräumen zum Kinderspiel.,USD,29.99,18.99,True,,1,VC90EH,18.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_2-in-1_brush-tuya1.webp?v=1754535556,Accessories,136,,site/de/products/buture-2-in-1-brush-for-vc90-vacuum/index.html
8825487425791,buture-20-gift-card,Buture Geschenkkarte im Wert von 20 $,buture-20-gift-card,GC20,Buture Official,simple,,Geschenkgutscheine,jsonld,meta_fallback,Schenken Sie die Wahl mit einem Buture Geschenkkarte im Wert von 20 $. Perfekt für jeden Anlass und überall einlösbar Buture Produkte.,USD,20.0,,True,Wert,1,GC20,20.0,1,https://ibuture.com/cdn/shop/files/Buture___20-870680.jpg?v=1732011295,,134,,site/de/products/buture-20-gift-card/index.html
8904136655103,buture-5-gift-card,Buture Geschenkkarte im Wert von 5 $,buture-5-gift-card,GC5,Buture Official,simple,,Geschenkgutscheine,jsonld,meta_fallback,"Dies ist unser besonderes Weihnachtsgeschenk im Wert von 5 $ für jedes Produkt, das Ihr Weihnachtseinkaufserlebnis bereichern soll!",USD,5.0,,True,Wert,1,GC5,5.0,1,https://ibuture.com/cdn/shop/files/Buture___5-960804.jpg?v=1732011295,,131,,site/de/products/buture-5-gift-card/index.html
8825618333951,buture-50-gift-card,Buture Geschenkkarte im Wert von 50 $,buture-50-gift-card,GC50,Buture Official,simple,,Geschenkgutscheine,jsonld,meta_fallback,Schenken Sie die Wahl mit einem Buture Geschenkkarte im Wert von 50 $. Perfekt für jeden Anlass und überall einlösbar Buture Produkte.,USD,50.0,,True,Wert,1,GC50,50.0,1,https://ibuture.com/cdn/shop/files/Buture___50-362119.jpg?v=1732011383,,134,,site/de/products/buture-50-gift-card/index.html
8869220548863,buture-beta06-jump-starter,"Buture Beta06 5000A Starthilfe mit Reifenauffüller丨23800mAh lange Standby-Zeit, 160W DC-Ausgang",buture-beta06-jump-starter,Beta06,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,Entdecken Sie die ultimative tragbare Auto-Starthilfe mit integriertem Luftkompressor. Mit 5000 A Spitzenstrom zum Starten leerer Batterien und einem 150 PSI Turbolader für schnelles Aufpumpen der Reifen.,USD,199.99,109.99,True,,1,Beta06,109.99,8,https://ibuture.com/cdn/shop/files/buture-beta06-car-jump-starter.jpg?v=1748243508,Jump Starter,8570,,site/de/products/buture-beta06-jump-starter/index.html
8948241596671,buture-beta07-car-jump-starter,"【Top-Bewertet】Buture Beta07 Auto Starthilfe 6000A丨160PSI Intelligentes Aufpumpen, PD45W Schnellladung",buture-beta07-car-jump-starter,Beta07,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Die Buture Beta07 ist ein tragbares Starthilfegerät mit 160-PSI-Luftkompressor, das eine extreme Leistung von 6000 A zum Starthilfen für alle Benzin- und 12,0-Liter-Dieselmotoren liefert.",USD,219.99,129.99,True,,1,Beta07,129.99,10,https://ibuture.com/cdn/shop/files/buture-beta07-powerful-car-jump-starter_70d36e9f-a59d-4a49-97ed-986d213391b8.jpg?v=1760337870,Jump Starter,4660,,site/de/products/buture-beta07-car-jump-starter/index.html
9018257768703,buture-beta08-jump-starter,"Buture Beta08 Auto-Starthilfe 3000A丨Kompakte Größe, Flugreisenfreundlich",buture-beta08-jump-starter,Beta08,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Die Buture Beta08 ist eine tragbare Auto-Starthilfe mit 3000 Ampere für 12-V-Batterien bis zu 9,0-Liter-Benzin- und 8,5-Liter-Dieselmotoren, die stark genug ist, um ein Auto, ein Boot, einen LKW und mehr zu starten.",USD,169.99,69.99,True,,1,Beta08,69.99,7,https://ibuture.com/cdn/shop/files/buture-beta08-car-jump-starter-3000A.webp?v=1747910489,Jump Starter,5302,,site/de/products/buture-beta08-jump-starter/index.html
9332577665279,buture-beta09-car-jump-starter,"【Neuankömmlinge】Buture Beta09 Starthilfe mit Luftkompressor丨8000A Leistungsstarker Start, 16-in-1 Pannenhilfekit",buture-beta09-car-jump-starter,Beta09,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Entdecken Sie die Buture Beta09, eine All-in-One-Starthilfe und Powerbank mit Schnellladung, Reifendruck, LED-Notbeleuchtung und seitlich angebrachtem Sicherheitshammer. Kompakt und langlebig, sorgt es dafür, dass Sie auf jeder Reise mit Strom versorgt und sicher sind.",USD,259.99,109.99,True,Titel,1,Beta09,109.99,10,https://ibuture.com/cdn/shop/files/buture-beta09-car-jump-starter-pp1.jpg?v=1773314507,,7947,,site/de/products/buture-beta09-car-jump-starter/index.html
8647830569215,buture-cordless-vacuum-cleaner-bp10,Buture BP10 Akku-Staubsauger | 450W 38KPA,buture-cordless-vacuum-cleaner-bp10,BP10,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Buture Profi BP10 ist ein hervorragender kabelloser Staubsauger für Hartholzböden mit leistungsstarker Saugleistung von 450 W/38 kPa, leisem 68-dB-Betrieb und intelligenten Moduseinstellungen.",USD,359.99,149.99,True,,1,BP10,149.99,10,https://ibuture.com/cdn/shop/files/Buture_BP10_Cordless_Vacuum_Cleaner.jpg?v=1745827233,Cordless Vaccum,5297,,site/de/products/buture-cordless-vacuum-cleaner-bp10/index.html
7605940879615,buture-cordless-vacuum-cleaner-jr400,Buture JR400 Akku-Staubsauger | 400W 38KPA,buture-cordless-vacuum-cleaner-jr400,JR400,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Leistungsstark und praktisch, Buture Der tragbare Teppichreiniger JR400 eignet sich perfekt für Teppiche mit niedrigem Flor. Mit diesem kabellosen Staubsauger können Sie ganz einfach Staub und Schmutz entfernen.",USD,309.99,139.99,True,,1,JR400,139.99,10,https://ibuture.com/cdn/shop/products/buture-jr400-stick-vacuum-cleaner.jpg?v=1747903090,Cordless Vaccum,3143,,site/de/products/buture-cordless-vacuum-cleaner-jr400/index.html
8647912259839,buture-cordless-vacuum-cleaner-jr700-blue,Buture JR700 Blue Akku-Staubsauger | 550W 45KPA,buture-cordless-vacuum-cleaner-jr700-blue,JR700B,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Erleben Sie müheloses Reinigen mit dem Buture JR700 Blue Akku-Staubsauger. Kraftvoll und elegant, beseitigt es mühelos Tierhaare und Schmutz.",USD,359.99,150.99,True,,1,JR700B,150.99,9,https://ibuture.com/cdn/shop/files/Buture_JR700_Blue_Vacuum_Cleaner.jpg?v=1745918968,Cordless Vaccum,7255,,site/de/products/buture-cordless-vacuum-cleaner-jr700-blue/index.html
8144517005567,buture-cordless-vacuum-cleaner-jr700-red,Buture JR700 Roter Akku-Staubsauger | 500W 45KPA,buture-cordless-vacuum-cleaner-jr700-red,JR700R,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Leiser Betrieb, leistungsstarker 500-W-Motor, verbesserter Touchscreen, 55 Minuten Laufzeit – der kabellose Akku-Staubsauger JR700 bekämpft Tierhaare und hartnäckige Verschmutzungen.",USD,359.99,79.99,True,,1,JR700R,79.99,9,https://ibuture.com/cdn/shop/files/Buture_JR700_Red_Vacuum_Cleaner.jpg?v=1745921504,Cordless Vaccum,4099,,site/de/products/buture-cordless-vacuum-cleaner-jr700-red/index.html
8124591997183,buture-cordless-vacuum-cleaner-vc50-red,Buture VC50 Red Akku-Staubsauger | 450W 33KPA,buture-cordless-vacuum-cleaner-vc50-red,VC50R,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Entdecken Sie die nächste Reinigungsstufe mit dem kabellosen Staubsauger BuTure VC50. Mit automatisch einstellbarer Saugkraft für nahtlose Übergänge zwischen Teppich- und Hartböden und einer praktischen Dockingstation für müheloses Aufladen. Mit intelligenter Touchscreen-Steuerung, mehrschichtiger Filterung und vielseitigen Reinigungsmodi ist es die ultimative Lösung für Tierhaare, Teppiche und Hartböden.",USD,329.99,145.99,True,,1,VC50R,145.99,8,https://ibuture.com/cdn/shop/files/Buture_VC50_Red-Vacuum_Cleaner.jpg?v=1745917317,Cordless Vaccum,2498,,site/de/products/buture-cordless-vacuum-cleaner-vc50-red/index.html
7912231207167,buture-cordless-vacuum-cleaner-vc50,Buture VC50 Blue Akku-Staubsauger | 450W 33KPA,buture-cordless-vacuum-cleaner-vc50,VC50B,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,Erleben Sie eine starke Saugleistung und eine lange Akkulaufzeit mit dem Buture Akku-Staubsauger VC50. Reinigen Sie mühelos jede Ecke Ihres Hauses und Ihres Autos.,USD,329.99,145.99,True,,1,VC50B,145.99,8,https://ibuture.com/cdn/shop/files/Buture_VC50_Blue-Vacuum_Cleaner.jpg?v=1745900282,Cordless Vaccum,5067,,site/de/products/buture-cordless-vacuum-cleaner-vc50/index.html
8648025899263,buture-cordless-vacuum-cleaner-vc60,Buture VC60 Akku-Staubsauger | 450W 38KPA,buture-cordless-vacuum-cleaner-vc60,VC60,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,"Entdecken Sie die Buture Der kabellose Staubsauger VC60 verfügt über einen leistungsstarken bürstenlosen 450-W-Motor, eine Saugleistung von bis zu 38 kPa und eine Laufzeit von 55 Minuten. Mit Multi-Kegel-Filterung, einem farbenfrohen animierten Display und einem ergonomischen Doppelgriff-Design sorgt dieser Staubsauger für eine effiziente und gründliche Reinigung Ihres gesamten Zuhauses.",USD,359.99,149.99,True,,1,VC60,149.99,9,https://ibuture.com/cdn/shop/files/Buture_VC60_Vacuum_Cleaner.jpg?v=1769151288,Cordless Vaccum,4287,,site/de/products/buture-cordless-vacuum-cleaner-vc60/index.html
8243881902335,buture-cordless-vacuum-cleaner-vc70,【Flash-Sale】Buture VC70 Akku-Staubsauger | 450W 38KPA,buture-cordless-vacuum-cleaner-vc70,VC70,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,Die Buture Der kabellose Staubsauger VC70 kombiniert Leistung und intelligente Technologie für müheloses Reinigen. Genießen Sie bis zu 55 Minuten Laufzeit und fortschrittliche HEPA-Filterung.,USD,349.99,159.99,True,,1,VC70,159.99,9,https://ibuture.com/cdn/shop/files/Buture_VC70_Vacuum_Cleaner.jpg?v=1745834623,Cordless Vaccum,4656,,site/de/products/buture-cordless-vacuum-cleaner-vc70/index.html
8445501440255,buture-cordless-vacuum-cleaner-vc80,Buture VC80 Akku-Staubsauger | 450W 40KPA,buture-cordless-vacuum-cleaner-vc80,VC80,Buture Official,simple,Staubsauger,Staubsauger,jsonld,full,Verbessern Sie Ihre Reinigungsroutine mit dem leistungsstarken kabellosen Staubsauger BuTure VC80. Beseitigen Sie mühelos Schmutz und Ablagerungen und sorgen Sie für ein makelloses Zuhause.,USD,359.99,159.99,True,,1,VC80,159.99,8,https://ibuture.com/cdn/shop/files/Buture_VC80_Cordless_Vacuum_Cleaner.jpg?v=1745832018,Cordless Vaccum,7915,,site/de/products/buture-cordless-vacuum-cleaner-vc80/index.html
9172994949375,buture-crevice-nozzle-for-vc90-vacuum,Buture Fugendüse für VC90 Staubsauger,buture-crevice-nozzle-for-vc90-vacuum,VC90CBX,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,"Reinigen Sie enge und schmale Räume effizient mit der langen Fugendüse des Staubsaugers VC90. Perfekt, um alle schwer zugänglichen Stellen zu erreichen.",USD,39.99,19.99,True,,1,VC90CBX,19.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_long_and_flat_suction_cup-tuya1.webp?v=1754535556,Accessories,152,,site/de/products/buture-crevice-nozzle-for-vc90-vacuum/index.html
8759272243455,buture-european-charger,Universelles europäisches Ladegerät für Buture Staubsauger,buture-european-charger,EUSPQ,Buture Official,simple,Zubehör,Staubsaugerzubehör,jsonld,full,Halten Sie Ihren Staubsauger aufgeladen und einsatzbereit Buture Universelles europäisches Ladegerät. Kompatibel mit den meisten europäischen Staubsaugern.,USD,29.99,20.99,True,,1,EUSPQ,20.99,1,https://ibuture.com/cdn/shop/files/14_eea9b68f-5e77-40d8-b452-60821b37b670.jpg?v=1742802803,Accessories,213,,site/de/products/buture-european-charger/index.html
9172990755071,buture-floor-brush-for-vc90-vacuum,Buture Bodenbürste für VC90 Staubsauger,buture-floor-brush-for-vc90-vacuum,,Buture Official,variable,Zubehör,Staubsaugerzubehör,jsonld,meta_fallback,Verbessern Sie Ihr Reinigungsspiel mit dem Bodenbürstenaufsatz VC90 für Staubsauger. Erzielen Sie jedes Mal mühelos eine makellose Oberfläche.,USD,69.99,36.99,True,Packungen,3,VC90DS1; VC90DS2; VC90DS1GS1,36.99; 59.99; 55.99,3,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_floor_brush-tuya1.webp?v=1774618770,Accessories,142,,site/de/products/buture-floor-brush-for-vc90-vacuum/index.html
9172979155199,buture-hepa-filter-for-vc90-vacuum,Buture HEPA-Filter für VC90 Staubsauger,buture-hepa-filter-for-vc90-vacuum,,Buture Official,variable,Accessories,Staubsaugerzubehör,jsonld,full,Erleben Sie erstklassige Reinigung mit dem Buture VC90 Staubsauger mit einem Satz von 3 Premium-HEPA-Filtern für ultimative Filtereffizienz.,USD,59.99,29.99,True,Packungen,3,VC90HP3; VC90HP6; VC90HP9,29.99; 49.99; 69.99,2,https://ibuture.com/cdn/shop/files/Buture_VC90_cordless_vacuum_cleaner_HEPA_filter-tuya1.webp?v=1754535557,Accessories,125,,site/de/products/buture-hepa-filter-for-vc90-vacuum/index.html
8181942059263,buture-jump-starter-beta01,"Buture Beta01 Starthilfe in Palmengröße mit Luftkompressor – 3500 A Spitzenleistung, Aufblasen mit automatischer Abschaltung",buture-jump-starter-beta01,Beta01,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Erfüllen Sie Ihre Notfallbedürfnisse im Automobilbereich mit dem Buture Beta01 Tragbarer Starthilfe-Luftkompressor. Starten Sie unterwegs, pumpen Sie Reifen auf und laden Sie Geräte auf.",USD,149.99,89.99,True,,1,Beta01,89.99,7,https://ibuture.com/cdn/shop/files/buture-beta01-car-jump-starter.jpg?v=1748248782,Jump Starter,9380,,site/de/products/buture-jump-starter-beta01/index.html
8181965062399,buture-jump-starter-beta02,"Buture Beta02 Auto-Starthilfe 2500A Peak丨21800mAh Power Bank, leichtes Design",buture-jump-starter-beta02,Beta02,Buture Official,simple,Starthilfe,Kfz-Starthilfen,jsonld,full,"Bringen Sie Ihr Fahrzeug mit dem wieder auf die Straße Buture Beta02 Starthilfe. Diese 2500-A-Starthilfe ist perfekt für 8,5-Liter-Benzin- und 8,0-Liter-Dieselmotoren. Mit Schnellladeanschlüssen, einem großen LCD-Display, verlängerten Smart-Starthilfekabeln und Notlichtern.",USD,139.99,69.99,True,,1,Beta02,69.99,7,https://ibuture.com/cdn/shop/files/buture-beta02-car-jump-starter.jpg?v=1748247944,Jump Starter,4112,,site/de/products/buture-jump-starter-beta02/index.html
